version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Meter
txact,24,1,1000,50,10,5,264.39498
txact,26,1,1000,50,10,5,305.6915000000005
txact,28,1,1000,50,10,5,0
txact,30,1,1000,50,10,5,316.0405360000001
txact,32,1,1000,50,10,5,268.72625200000033
txact,34,1,1000,50,10,5,0
txact,36,1,1000,50,10,5,311.25383999999997
txact,38,1,1000,50,10,5,265.4789839999995
txact,40,1,1000,50,10,5,28.162755999999998
txact,42,1,1000,50,10,5,299.09734000000054
txact,44,1,1000,50,10,5,258.73538800000006
txact,46,1,1000,50,10,5,28.086852
txact,48,1,1000,50,10,5,271.6058599999999
txact,50,1,1000,50,10,5,304.5458239999996
txact,52,1,1000,50,10,5,0
txact,54,1,1000,50,10,5,279.2935119999996
txact,56,1,1000,50,10,5,310.7841839999996
txact,58,1,1000,50,10,5,106.14937199999986
txact,60,1,1000,50,10,5,189.2547640000002
txact,62,1,1000,50,10,5,300.15525200000036
txact,64,1,1000,50,10,5,101.52397199999999
txact,1,1,1000,50,10,5,658.69254
txact,2,1,1000,50,10,5,429.97243999999984
txact,4,1,1000,50,10,5,187.21484400000008
txact,6,1,1000,50,10,5,294.54784400000034
txact,8,1,1000,50,10,5,299.72592
txact,10,1,1000,50,10,5,295.831096
txact,12,1,1000,50,10,5,0
txact,14,1,1000,50,10,5,119.33294799999986
txact,16,1,1000,50,10,5,172.55588399999996
txact,18,1,1000,50,10,5,291.38596799999993
txact,20,1,1000,50,10,5,295.44683199999986
txact,22,1,1000,50,10,5,0
txact,24,1,1000,50,10,5,301.1989320000004
txact,26,1,1000,50,10,5,297.06690800000035
txact,28,1,1000,50,10,5,0
txact,30,1,1000,50,10,5,297.28276
txact,32,1,1000,50,10,5,270.483904
txact,34,1,1000,50,10,5,28.762872
txact,36,1,1000,50,10,5,284.84162000000015
txact,38,1,1000,50,10,5,277.55483599999985
txact,40,1,1000,50,10,5,28.883844
txact,42,1,1000,50,10,5,278.7147440000002
txact,44,1,1000,50,10,5,183.46945600000004
txact,46,1,1000,50,10,5,122.02516800000001
txact,48,1,1000,50,10,5,283.24289199999964
txact,50,1,1000,50,10,5,106.540752
txact,52,1,1000,50,10,5,194.83133599999996
txact,54,1,1000,50,10,5,268.0265120000003
txact,56,1,1000,50,10,5,126.90674400000019
txact,58,1,1000,50,10,5,272.91283200000015
txact,60,1,1000,50,10,5,189.92604
txact,62,1,1000,50,10,5,127.41909600000014
txact,64,1,1000,50,10,5,277.63074000000006
txact,1,1,1000,50,10,5,674.2315120000002
txact,2,1,1000,50,10,5,442.8120759999998
txact,4,1,1000,50,10,5,207.98407599999987
txact,6,1,1000,50,10,5,247.70796000000027
txact,8,1,1000,50,10,5,306.87038399999994
txact,10,1,1000,50,10,5,57.143851999999995
txact,12,1,1000,50,10,5,224.00930799999986
txact,14,1,1000,50,10,5,239.28024400000007
txact,16,1,1000,50,10,5,111.79236000000006
txact,18,1,1000,50,10,5,237.446688
txact,20,1,1000,50,10,5,306.00223200000033
txact,22,1,1000,50,10,5,284.0588599999999
txact,24,1,1000,50,10,5,0
txact,26,1,1000,50,10,5,306.4956080000007
txact,28,1,1000,50,10,5,40.39990399999999
txact,30,1,1000,50,10,5,238.75128800000013
txact,32,1,1000,50,10,5,228.22435200000004
txact,34,1,1000,50,10,5,356.15342800000025
txact,36,1,1000,50,10,5,0
txact,38,1,1000,50,10,5,308.15363599999955
txact,40,1,1000,50,10,5,244.1807960000003
txact,42,1,1000,50,10,5,44.062272
txact,44,1,1000,50,10,5,300.1528800000004
txact,46,1,1000,50,10,5,283.0199240000001
txact,48,1,1000,50,10,5,0
txact,50,1,1000,50,10,5,299.67610799999994
txact,52,1,1000,50,10,5,119.14793199999993
txact,54,1,1000,50,10,5,166.85359599999998
txact,56,1,1000,50,10,5,304.58140399999974
txact,58,1,1000,50,10,5,262.0799080000002
txact,60,1,1000,50,10,5,22.790176000000002
txact,62,1,1000,50,10,5,279.99088000000035
txact,64,1,1000,50,10,5,178.16566399999996
txact,1,1,1000,50,10,5,611.0627799999999
txact,2,1,1000,50,10,5,456.9942640000002
txact,4,1,1000,50,10,5,399.8338080000001
txact,6,1,1000,50,10,5,22.586184000000003
txact,8,1,1000,50,10,5,275.3607359999999
txact,10,1,1000,50,10,5,283.4895799999999
txact,12,1,1000,50,10,5,32.145344000000044
txact,14,1,1000,50,10,5,303.2934079999998
txact,16,1,1000,50,10,5,50.41923200000002
txact,18,1,1000,50,10,5,234.3180200000001
txact,20,1,1000,50,10,5,304.17816399999987
txact,22,1,1000,50,10,5,239.9159400000001
txact,24,1,1000,50,10,5,50.38128
txact,26,1,1000,50,10,5,295.64370799999955
txact,28,1,1000,50,10,5,241.14937999999995
txact,30,1,1000,50,10,5,50.12747599999997
txact,32,1,1000,50,10,5,224.7019320000001
txact,34,1,1000,50,10,5,319.1549719999995
txact,36,1,1000,50,10,5,44.21408
txact,38,1,1000,50,10,5,301.75398000000024
txact,40,1,1000,50,10,5,44.45839600000001
txact,42,1,1000,50,10,5,245.1201079999999
txact,44,1,1000,50,10,5,301.9461120000002
txact,46,1,1000,50,10,5,240.2764840000001
txact,48,1,1000,50,10,5,44.005344
txact,50,1,1000,50,10,5,294.730488
txact,52,1,1000,50,10,5,258.9227759999996
txact,54,1,1000,50,10,5,38.66597200000007
txact,56,1,1000,50,10,5,164.40569199999976
txact,58,1,1000,50,10,5,404.3453519999995
txact,60,1,1000,50,10,5,21.189076
txact,62,1,1000,50,10,5,272.55465999999967
txact,64,1,1000,50,10,5,171.90832799999984
txact,1,1,1000,50,10,5,622.7401360000001
txact,2,1,1000,50,10,5,568.7913680000005
txact,4,1,1000,50,10,5,101.67578000000012
txact,6,1,1000,50,10,5,144.71097600000027
txact,8,1,1000,50,10,5,273.9802319999998
txact,10,1,1000,50,10,5,376.48621199999957
txact,12,1,1000,50,10,5,0
txact,14,1,1000,50,10,5,299.97735200000034
txact,16,1,1000,50,10,5,279.51173600000004
txact,18,1,1000,50,10,5,0
txact,20,1,1000,50,10,5,299.3037039999998
txact,22,1,1000,50,10,5,212.59998800000025
txact,24,1,1000,50,10,5,73.01016000000007
txact,26,1,1000,50,10,5,300.8336440000004
txact,28,1,1000,50,10,5,100.97129599999991
txact,30,1,1000,50,10,5,183.24886000000012
txact,32,1,1000,50,10,5,126.83084000000015
txact,34,1,1000,50,10,5,451.12593600000037
txact,36,1,1000,50,10,5,0
txact,38,1,1000,50,10,5,317.3356480000004
txact,40,1,1000,50,10,5,95.9402840000001
txact,42,1,1000,50,10,5,189.77186000000003
txact,44,1,1000,50,10,5,303.90538399999997
txact,46,1,1000,50,10,5,279.1630520000001
txact,48,1,1000,50,10,5,0
txact,50,1,1000,50,10,5,299.4934640000005
txact,52,1,1000,50,10,5,121.86149999999995
txact,54,1,1000,50,10,5,175.63236800000033
txact,56,1,1000,50,10,5,220.0883920000004
txact,58,1,1000,50,10,5,356.2601679999996
txact,60,1,1000,50,10,5,0
txact,62,1,1000,50,10,5,314.7762599999997
txact,64,1,1000,50,10,5,37.32579199999995
txact,1,1,1000,50,10,5,731.3706199999999
txact,2,1,1000,50,10,5,336.7125160000003
txact,4,1,1000,50,10,5,370.3024079999999
txact,6,1,1000,50,10,5,189.73628000000002
txact,8,1,1000,50,10,5,303.2886639999998
txact,10,1,1000,50,10,5,279.56629199999963
txact,12,1,1000,50,10,5,0
txact,14,1,1000,50,10,5,303.02774399999964
txact,16,1,1000,50,10,5,39.704907999999996
txact,18,1,1000,50,10,5,241.5431319999999
txact,20,1,1000,50,10,5,308.6920800000001
txact,22,1,1000,50,10,5,282.09009999999995
txact,24,1,1000,50,10,5,0
txact,26,1,1000,50,10,5,308.95774399999976
txact,28,1,1000,50,10,5,275.81853199999995
txact,30,1,1000,50,10,5,0
txact,32,1,1000,50,10,5,307.740908
txact,34,1,1000,50,10,5,120.27937599999994
txact,36,1,1000,50,10,5,111.052296
txact,38,1,1000,50,10,5,278.09090799999984
txact,40,1,1000,50,10,5,358.4044560000004
txact,42,1,1000,50,10,5,0
txact,44,1,1000,50,10,5,232.84738000000021
txact,46,1,1000,50,10,5,116.17344400000002
txact,48,1,1000,50,10,5,239.06202
txact,50,1,1000,50,10,5,236.23459599999998
txact,52,1,1000,50,10,5,118.29164
txact,54,1,1000,50,10,5,244.20451600000013
txact,56,1,1000,50,10,5,155.75737999999978
txact,58,1,1000,50,10,5,412.9723160000003
txact,60,1,1000,50,10,5,0
txact,62,1,1000,50,10,5,295.4183680000003
txact,64,1,1000,50,10,5,162.54604399999997
txact,1,1,1000,50,10,5,624.6733160000002
txact,2,1,1000,50,10,5,458.372396
txact,4,1,1000,50,10,5,436.3365159999999
txact,6,1,1000,50,10,5,0
txact,8,1,1000,50,10,5,241.43639199999984
txact,10,1,1000,50,10,5,119.70060800000002
txact,12,1,1000,50,10,5,233.7463680000003
txact,14,1,1000,50,10,5,224.66398000000015
txact,16,1,1000,50,10,5,349.9411600000003
txact,18,1,1000,50,10,5,0
txact,20,1,1000,50,10,5,234.70940000000013
txact,22,1,1000,50,10,5,196.43006399999996
txact,24,1,1000,50,10,5,156.42153999999977
txact,26,1,1000,50,10,5,313.29376000000036
txact,28,1,1000,50,10,5,223.07474000000036
txact,30,1,1000,50,10,5,0
txact,32,1,1000,50,10,5,277.25833600000004
txact,34,1,1000,50,10,5,150.44172800000013
txact,36,1,1000,50,10,5,228.58252400000018
txact,38,1,1000,50,10,5,289.595108
txact,40,1,1000,50,10,5,111.38200400000014
txact,42,1,1000,50,10,5,116.4509680000002
txact,44,1,1000,50,10,5,367.0219319999998
txact,46,1,1000,50,10,5,271.0555559999999
txact,48,1,1000,50,10,5,0
txact,50,1,1000,50,10,5,312.52760399999994
txact,52,1,1000,50,10,5,127.971772
txact,54,1,1000,50,10,5,107.41127599999996
txact,56,1,1000,50,10,5,354.89864
txact,58,1,1000,50,10,5,56.13575200000002
txact,60,1,1000,50,10,5,233.2956879999998
txact,62,1,1000,50,10,5,302.55571599999985
txact,64,1,1000,50,10,5,43.81084
txact,1,1,1000,50,10,5,707.7431279999998
txact,2,1,1000,50,10,5,611.5941080000002
txact,4,1,1000,50,10,5,43.545176
txact,6,1,1000,50,10,5,231.04228799999976
txact,8,1,1000,50,10,5,288.6723999999999
txact,10,1,1000,50,10,5,163.90520000000004
txact,12,1,1000,50,10,5,155.84040000000024
txact,14,1,1000,50,10,5,166.49542399999982
txact,16,1,1000,50,10,5,412.3389920000001
txact,18,1,1000,50,10,5,0
txact,20,1,1000,50,10,5,172.5416520000002
txact,22,1,1000,50,10,5,384.9447640000002
txact,24,1,1000,50,10,5,38.42402800000004
txact,26,1,1000,50,10,5,291.4594999999996
txact,28,1,1000,50,10,5,152.35830400000006
txact,30,1,1000,50,10,5,137.89859200000018
txact,32,1,1000,50,10,5,168.30525999999978
txact,34,1,1000,50,10,5,392.2647560000001
txact,36,1,1000,50,10,5,22.2375
txact,38,1,1000,50,10,5,271.2856400000001
txact,40,1,1000,50,10,5,297.04793199999955
txact,42,1,1000,50,10,5,0
txact,44,1,1000,50,10,5,295.43734399999994
txact,46,1,1000,50,10,5,300.8644800000002
txact,48,1,1000,50,10,5,0
txact,50,1,1000,50,10,5,288.8336959999998
txact,52,1,1000,50,10,5,286.73447599999974
txact,54,1,1000,50,10,5,95.56076400000013
txact,56,1,1000,50,10,5,196.58187200000003
txact,58,1,1000,50,10,5,300.66285999999974
txact,60,1,1000,50,10,5,299.66187599999995
txact,62,1,1000,50,10,5,0
txact,64,1,1000,50,10,5,206.19321600000004
txact,1,1,1000,50,10,5,660.4383319999998
txact,2,1,1000,50,10,5,350.74052400000016
txact,4,1,1000,50,10,5,445.6489879999996
txact,6,1,1000,50,10,5,100.89064799999986
txact,8,1,1000,50,10,5,186.43682799999988
txact,10,1,1000,50,10,5,286.1414760000002
txact,12,1,1000,50,10,5,34.58376
txact,14,1,1000,50,10,5,274.5281640000003
txact,16,1,1000,50,10,5,178.16566399999988
txact,18,1,1000,50,10,5,139.4142999999998
txact,20,1,1000,50,10,5,299.7804759999995
txact,22,1,1000,50,10,5,253.0402160000002
txact,24,1,1000,50,10,5,33.70374800000005
txact,26,1,1000,50,10,5,161.57589600000009
txact,28,1,1000,50,10,5,424.00211599999966
txact,30,1,1000,50,10,5,0
txact,32,1,1000,50,10,5,162.2234519999999
txact,34,1,1000,50,10,5,277.55483599999974
txact,36,1,1000,50,10,5,145.1711439999998
txact,38,1,1000,50,10,5,161.29362800000018
txact,40,1,1000,50,10,5,397.9883919999997
txact,42,1,1000,50,10,5,33.72509600000004
txact,44,1,1000,50,10,5,295.4468320000001
txact,46,1,1000,50,10,5,241.62852400000017
txact,48,1,1000,50,10,5,51.61709200000002
txact,50,1,1000,50,10,5,268.62662800000044
txact,52,1,1000,50,10,5,293.13887600000015
txact,54,1,1000,50,10,5,22.42726
txact,56,1,1000,50,10,5,273.12156799999997
txact,58,1,1000,50,10,5,305.79823999999996
txact,60,1,1000,50,10,5,0
txact,62,1,1000,50,10,5,290.8309200000001
txact,64,1,1000,50,10,5,172.73141199999975
txact,1,1,1000,50,10,5,595.616316
txact,2,1,1000,50,10,5,490.4181160000004
txact,4,1,1000,50,10,5,402.7418799999997
txact,6,1,1000,50,10,5,0
txact,8,1,1000,50,10,5,281.05353600000007
txact,10,1,1000,50,10,5,173.27934400000004
txact,12,1,1000,50,10,5,140.522024
txact,14,1,1000,50,10,5,300.216924
txact,16,1,1000,50,10,5,136.344932
txact,18,1,1000,50,10,5,156.03490400000004
txact,20,1,1000,50,10,5,295.64370799999955
txact,22,1,1000,50,10,5,132.89604400000007
txact,24,1,1000,50,10,5,150.31364
txact,26,1,1000,50,10,5,306.7873640000003
txact,28,1,1000,50,10,5,278.2616920000004
txact,30,1,1000,50,10,5,0
txact,32,1,1000,50,10,5,308.02791999999954
txact,34,1,1000,50,10,5,133.20677600000005
txact,36,1,1000,50,10,5,156.36224000000013
txact,38,1,1000,50,10,5,166.87968800000016
txact,40,1,1000,50,10,5,271.956916
txact,42,1,1000,50,10,5,146.224312
txact,44,1,1000,50,10,5,300.2501319999995
txact,46,1,1000,50,10,5,262.83420400000034
txact,48,1,1000,50,10,5,28.167499999999997
txact,50,1,1000,50,10,5,280.7736399999997
txact,52,1,1000,50,10,5,292.49843599999986
txact,54,1,1000,50,10,5,0
txact,56,1,1000,50,10,5,282.868116
txact,58,1,1000,50,10,5,295.75756400000023
txact,60,1,1000,50,10,5,23.278808
txact,62,1,1000,50,10,5,272.08974799999993
txact,64,1,1000,50,10,5,221.98124799999977
txact,1,1,1000,50,10,5,729.8881200000002
txact,2,1,1000,50,10,5,344.88168399999995
txact,4,1,1000,50,10,5,301.1704680000001
txact,6,1,1000,50,10,5,182.42814800000008
txact,8,1,1000,50,10,5,266.752748
txact,10,1,1000,50,10,5,142.32474399999998
txact,12,1,1000,50,10,5,303.8365960000003
txact,14,1,1000,50,10,5,58.035723999999995
txact,16,1,1000,50,10,5,230.98535999999984
txact,18,1,1000,50,10,5,163.29085200000023
txact,20,1,1000,50,10,5,417.0782479999998
txact,22,1,1000,50,10,5,0
txact,24,1,1000,50,10,5,168.89825999999996
txact,26,1,1000,50,10,5,196.98511200000004
txact,28,1,1000,50,10,5,241.95586000000014
txact,30,1,1000,50,10,5,303.99789200000026
txact,32,1,1000,50,10,5,258.6926920000001
txact,34,1,1000,50,10,5,33.15344399999999
txact,36,1,1000,50,10,5,151.57554399999998
txact,38,1,1000,50,10,5,405.95356800000013
txact,40,1,1000,50,10,5,32.42998400000005
txact,42,1,1000,50,10,5,161.431204
txact,44,1,1000,50,10,5,398.29912399999967
txact,46,1,1000,50,10,5,33.438083999999996
txact,48,1,1000,50,10,5,273.0765000000002
txact,50,1,1000,50,10,5,178.95791200000025
txact,52,1,1000,50,10,5,139.39295200000004
txact,54,1,1000,50,10,5,275.88732000000005
txact,56,1,1000,50,10,5,295.6176160000001
txact,58,1,1000,50,10,5,0
txact,60,1,1000,50,10,5,297.16178799999955
txact,62,1,1000,50,10,5,307.33055199999956
txact,64,1,1000,50,10,5,0
txact,1,1,1000,50,10,5,669.7650360000001
txact,2,1,1000,50,10,5,523.1185079999999
txact,4,1,1000,50,10,5,182.48981999999975
txact,6,1,1000,50,10,5,237.5771479999998
txact,8,1,1000,50,10,5,179.74541599999995
txact,10,1,1000,50,10,5,173.71104800000012
txact,12,1,1000,50,10,5,310.41889599999973
txact,14,1,1000,50,10,5,292.64075599999984
txact,16,1,1000,50,10,5,0
txact,18,1,1000,50,10,5,279.15119200000015
txact,20,1,1000,50,10,5,303.40252000000015
txact,22,1,1000,50,10,5,0
txact,24,1,1000,50,10,5,291.3978279999999
txact,26,1,1000,50,10,5,293.1792
txact,28,1,1000,50,10,5,0
txact,30,1,1000,50,10,5,299.2562640000005
txact,32,1,1000,50,10,5,293.5350000000001
txact,34,1,1000,50,10,5,0
txact,36,1,1000,50,10,5,195.4243360000003
txact,38,1,1000,50,10,5,395.89391600000005
txact,40,1,1000,50,10,5,0
txact,42,1,1000,50,10,5,297.26141199999967
txact,44,1,1000,50,10,5,188.80882800000003
txact,46,1,1000,50,10,5,111.48399999999995
txact,48,1,1000,50,10,5,278.8191119999997
txact,50,1,1000,50,10,5,118.12797199999996
txact,52,1,1000,50,10,5,195.76353199999994
txact,54,1,1000,50,10,5,279.7062400000001
txact,56,1,1000,50,10,5,307.5606359999996
txact,58,1,1000,50,10,5,0
txact,60,1,1000,50,10,5,298.4284359999999
txact,62,1,1000,50,10,5,118.00699999999979
txact,64,1,1000,50,10,5,279.1393319999999
txact,1,1,1000,50,10,5,656.8139160000002
txact,2,1,1000,50,10,5,417.09010799999976
txact,4,1,1000,50,10,5,187.8386799999999
txact,6,1,1000,50,10,5,309.731016
txact,8,1,1000,50,10,5,305.7460559999996
txact,10,1,1000,50,10,5,0
txact,12,1,1000,50,10,5,282.33441600000003
txact,14,1,1000,50,10,5,292.377464
txact,16,1,1000,50,10,5,0
txact,18,1,1000,50,10,5,322.8624080000005
txact,20,1,1000,50,10,5,138.47498799999988
txact,22,1,1000,50,10,5,151.324112
txact,24,1,1000,50,10,5,297.54605200000054
txact,26,1,1000,50,10,5,149.46920800000015
txact,28,1,1000,50,10,5,122.77471999999999
txact,30,1,1000,50,10,5,286.55894799999965
txact,32,1,1000,50,10,5,178.84405599999997
txact,34,1,1000,50,10,5,117.11275599999995
txact,36,1,1000,50,10,5,298.19597999999974
txact,38,1,1000,50,10,5,294.3675720000001
txact,40,1,1000,50,10,5,0
txact,42,1,1000,50,10,5,296.98863200000034
txact,44,1,1000,50,10,5,313.5096120000005
txact,46,1,1000,50,10,5,0
txact,48,1,1000,50,10,5,286.3905359999996
txact,50,1,1000,50,10,5,294.4007800000001
txact,52,1,1000,50,10,5,0
txact,54,1,1000,50,10,5,297.98961599999996
txact,56,1,1000,50,10,5,98.58506400000012
txact,58,1,1000,50,10,5,201.63186000000007
txact,60,1,1000,50,10,5,211.98089599999986
txact,62,1,1000,50,10,5,183.11840000000007
txact,64,1,1000,50,10,5,177.33072000000013
txact,1,1,1000,50,10,5,781.6499039999997
txact,2,1,1000,50,10,5,302.34223600000007
txact,4,1,1000,50,10,5,297.4108480000003
txact,6,1,1000,50,10,5,290.41107600000015
txact,8,1,1000,50,10,5,305.98800000000034
txact,10,1,1000,50,10,5,0
txact,12,1,1000,50,10,5,290.4988400000002
txact,14,1,1000,50,10,5,280.18775599999975
txact,16,1,1000,50,10,5,0
txact,18,1,1000,50,10,5,298.7462839999997
txact,20,1,1000,50,10,5,286.0228759999997
txact,22,1,1000,50,10,5,34.98462800000004
txact,24,1,1000,50,10,5,281.87662000000034
txact,26,1,1000,50,10,5,277.317636
txact,28,1,1000,50,10,5,29.291828
txact,30,1,1000,50,10,5,288.9475519999999
txact,32,1,1000,50,10,5,291.0586320000003
txact,34,1,1000,50,10,5,0
txact,36,1,1000,50,10,5,281.1199519999999
txact,38,1,1000,50,10,5,195.63069999999988
txact,40,1,1000,50,10,5,122.35962
txact,42,1,1000,50,10,5,291.357504
txact,44,1,1000,50,10,5,299.9963280000005
txact,46,1,1000,50,10,5,0
txact,48,1,1000,50,10,5,275.48407999999966
txact,50,1,1000,50,10,5,307.7148160000004
txact,52,1,1000,50,10,5,276.95709199999976
txact,54,1,1000,50,10,5,0
txact,56,1,1000,50,10,5,318.66633999999954
txact,58,1,1000,50,10,5,218.43748000000033
txact,60,1,1000,50,10,5,0
txact,62,1,1000,50,10,5,369.94186399999967
txact,64,1,1000,50,10,5,117.44009199999986
txact,1,1,1000,50,10,5,652.1908880000002
txact,2,1,1000,50,10,5,369.5315080000005
txact,4,1,1000,50,10,5,284.9578479999999
txact,6,1,1000,50,10,5,227.81874000000002
txact,8,1,1000,50,10,5,313.7017440000003
txact,10,1,1000,50,10,5,262.71797599999974
txact,12,1,1000,50,10,5,51.619463999999994
txact,14,1,1000,50,10,5,295.90937200000036
txact,16,1,1000,50,10,5,253.65930800000007
txact,18,1,1000,50,10,5,39.18306799999995
txact,20,1,1000,50,10,5,156.41916799999984
txact,22,1,1000,50,10,5,385.07047999999986
txact,24,1,1000,50,10,5,44.444164
txact,26,1,1000,50,10,5,303.82710800000046
txact,28,1,1000,50,10,5,283.51329999999956
txact,30,1,1000,50,10,5,0
txact,32,1,1000,50,10,5,307.6602599999998
txact,34,1,1000,50,10,5,50.042083999999974
txact,36,1,1000,50,10,5,212.4624120000002
txact,38,1,1000,50,10,5,322.25517599999944
txact,40,1,1000,50,10,5,257.73203200000023
txact,42,1,1000,50,10,5,33.580403999999994
txact,44,1,1000,50,10,5,264.0035999999996
txact,46,1,1000,50,10,5,173.25325199999997
txact,48,1,1000,50,10,5,138.6932120000001
txact,50,1,1000,50,10,5,184.22375199999993
txact,52,1,1000,50,10,5,394.4303920000004
txact,54,1,1000,50,10,5,0
txact,56,1,1000,50,10,5,285.2140240000004
txact,58,1,1000,50,10,5,314.4797599999996
txact,60,1,1000,50,10,5,0
txact,62,1,1000,50,10,5,235.2359840000003
txact,64,1,1000,50,10,5,162.4511640000001
txact,1,1,1000,50,10,5,680.8920879999996
txact,2,1,1000,50,10,5,508.5734039999996
txact,4,1,1000,50,10,5,394.1101720000001
txact,6,1,1000,50,10,5,274.18185200000033
txact,8,1,1000,50,10,5,0
txact,10,1,1000,50,10,5,319.47281999999956
txact,12,1,1000,50,10,5,116.18767600000001
txact,14,1,1000,50,10,5,175.8743120000003
txact,16,1,1000,50,10,5,302.71701200000047
txact,18,1,1000,50,10,5,284.9032919999996
txact,20,1,1000,50,10,5,0
txact,22,1,1000,50,10,5,298.00859199999996
txact,24,1,1000,50,10,5,96.33878000000011
txact,26,1,1000,50,10,5,195.7611599999999
txact,28,1,1000,50,10,5,302.961328
txact,30,1,1000,50,10,5,96.54988800000011
txact,32,1,1000,50,10,5,195.8963639999997
txact,34,1,1000,50,10,5,301.88681199999974
txact,36,1,1000,50,10,5,287.58602399999995
txact,38,1,1000,50,10,5,0
txact,40,1,1000,50,10,5,294.92024799999945
txact,42,1,1000,50,10,5,272.83692800000046
txact,44,1,1000,50,10,5,0
txact,46,1,1000,50,10,5,319.0245119999996
txact,48,1,1000,50,10,5,279.32434800000004
txact,50,1,1000,50,10,5,0
txact,52,1,1000,50,10,5,316.15202
txact,54,1,1000,50,10,5,37.600943999999956
txact,56,1,1000,50,10,5,194.64394799999985
txact,58,1,1000,50,10,5,279.1796560000002
txact,60,1,1000,50,10,5,362.15458799999965
txact,62,1,1000,50,10,5,0
txact,64,1,1000,50,10,5,230.61295599999966
txact,1,1,1000,50,10,5,684.3457199999998
txact,2,1,1000,50,10,5,381.2136079999999
txact,4,1,1000,50,10,5,384.22130400000054
txact,6,1,1000,50,10,5,241.8918160000003
txact,8,1,1000,50,10,5,44.180872
txact,10,1,1000,50,10,5,304.8067440000003
txact,12,1,1000,50,10,5,52.3737599999999
txact,14,1,1000,50,10,5,220.10973999999973
txact,16,1,1000,50,10,5,246.2041119999999
txact,18,1,1000,50,10,5,311.9322320000001
txact,20,1,1000,50,10,5,49.9875280000001
txact,22,1,1000,50,10,5,300.84076000000056
txact,24,1,1000,50,10,5,282.519432
txact,26,1,1000,50,10,5,0
txact,28,1,1000,50,10,5,305.5373200000003
txact,30,1,1000,50,10,5,244.31837200000018
txact,32,1,1000,50,10,5,42.854924000000004
txact,34,1,1000,50,10,5,303.4262400000001
txact,36,1,1000,50,10,5,279.07528800000034
txact,38,1,1000,50,10,5,0
txact,40,1,1000,50,10,5,304.5932640000004
txact,42,1,1000,50,10,5,56.02664000000003
txact,44,1,1000,50,10,5,212.69724000000005
txact,46,1,1000,50,10,5,330.47890000000007
txact,48,1,1000,50,10,5,139.43801999999988
txact,50,1,1000,50,10,5,145.9017199999999
txact,52,1,1000,50,10,5,276.07233599999944
txact,54,1,1000,50,10,5,176.66418799999997
txact,56,1,1000,50,10,5,117.3879080000002
txact,58,1,1000,50,10,5,287.3583119999996
txact,60,1,1000,50,10,5,319.6483480000001
txact,62,1,1000,50,10,5,0
txact,64,1,1000,50,10,5,286.535228
txact,1,1,1000,50,10,5,676.9901480000001
txact,2,1,1000,50,10,5,348.10048800000004
txact,4,1,1000,50,10,5,357.9158240000002
txact,6,1,1000,50,10,5,309.6930640000006
txact,8,1,1000,50,10,5,40.437856000000025
txact,10,1,1000,50,10,5,235.8787959999998
txact,12,1,1000,50,10,5,311.1115200000004
txact,14,1,1000,50,10,5,117.00838799999988
txact,16,1,1000,50,10,5,107.38281199999999
txact,18,1,1000,50,10,5,369.1662200000003
txact,20,1,1000,50,10,5,280.3087279999996
txact,22,1,1000,50,10,5,0
txact,24,1,1000,50,10,5,132.3433679999999
txact,26,1,1000,50,10,5,262.95991999999995
txact,28,1,1000,50,10,5,201.4112639999998
txact,30,1,1000,50,10,5,302.39679199999995
txact,32,1,1000,50,10,5,90.7123960000001
txact,34,1,1000,50,10,5,196.04105600000008
txact,36,1,1000,50,10,5,127.65866799999999
txact,38,1,1000,50,10,5,391.8330519999996
txact,40,1,1000,50,10,5,0
txact,42,1,1000,50,10,5,375.79358799999954
txact,44,1,1000,50,10,5,218.24534799999984
txact,46,1,1000,50,10,5,0
txact,48,1,1000,50,10,5,374.2897400000006
txact,50,1,1000,50,10,5,301.7705840000001
txact,52,1,1000,50,10,5,0
txact,54,1,1000,50,10,5,314.1121
txact,56,1,1000,50,10,5,43.853536000000005
txact,58,1,1000,50,10,5,245.79138400000008
txact,60,1,1000,50,10,5,302.6624559999999
txact,62,1,1000,50,10,5,43.981624
txact,64,1,1000,50,10,5,245.22684799999973
txact,1,1,1000,50,10,5,714.1190640000003
txact,2,1,1000,50,10,5,322.21010800000016
txact,4,1,1000,50,10,5,266.475224
txact,6,1,1000,50,10,5,372.75742799999966
txact,8,1,1000,50,10,5,258.1732240000004
txact,10,1,1000,50,10,5,33.374039999999994
txact,12,1,1000,50,10,5,164.7567480000003
txact,14,1,1000,50,10,5,382.35216800000035
txact,16,1,1000,50,10,5,44.472628
txact,18,1,1000,50,10,5,303.40252000000044
txact,20,1,1000,50,10,5,278.29015599999957
txact,22,1,1000,50,10,5,0
txact,24,1,1000,50,10,5,310.13425600000005
txact,26,1,1000,50,10,5,240.81967199999974
txact,28,1,1000,50,10,5,50.44058000000005
txact,30,1,1000,50,10,5,295.58915200000035
txact,32,1,1000,50,10,5,44.467884000000005
txact,34,1,1000,50,10,5,246.31085199999995
txact,36,1,1000,50,10,5,151.34546
txact,38,1,1000,50,10,5,400.082868
txact,40,1,1000,50,10,5,44.280496
txact,42,1,1000,50,10,5,295.555944
txact,44,1,1000,50,10,5,286.0015280000003
txact,46,1,1000,50,10,5,0
